timestamp,hour,minute,day_of_week,people_count,csi_variance,piezo_voltage,piezo_avg_watt
2026-09-06 01:01:00,1,1,6,0,9.1595,0.007,0.0006
2026-09-06 01:02:00,1,2,6,0,8.8527,0.011,0.0014
2026-09-06 01:03:00,1,3,6,0,6.432,0.012,0.0013
2026-09-06 01:04:00,1,4,6,0,5.6448,0.032,0.0
2026-09-06 01:05:00,1,5,6,0,7.4213,0.016,0.0015
2026-09-06 01:06:00,1,6,6,0,5.4231,0.045,0.0012
2026-09-06 01:07:00,1,7,6,0,6.9169,0.037,0.0002
2026-09-06 01:08:00,1,8,6,0,7.2795,0.003,0.0019
2026-09-06 01:09:00,1,9,6,0,9.1097,0.009,0.0015
2026-09-06 01:10:00,1,10,6,0,6.2646,0.004,0.0011
2026-09-06 01:11:00,1,11,6,1,6.6076,0.02,0.0014
2026-09-06 01:12:00,1,12,6,0,5.4719,0.006,0.002
2026-09-06 01:13:00,1,13,6,0,4.8192,0.008,0.0014
2026-09-06 01:14:00,1,14,6,0,4.0987,0.035,0.0019
2026-09-06 01:15:00,1,15,6,0,8.5615,0.005,0.0011
2026-09-06 01:16:00,1,16,6,0,4.7216,0.035,0.0015
2026-09-06 01:17:00,1,17,6,1,4.5847,0.028,0.0005
2026-09-06 01:18:00,1,18,6,0,6.109,0.044,0.0018
2026-09-06 01:19:00,1,19,6,0,4.8277,0.01,0.0008
2026-09-06 01:20:00,1,20,6,0,7.4477,0.005,0.0003
2026-09-06 01:21:00,1,21,6,0,5.2876,0.028,0.0018
2026-09-06 01:22:00,1,22,6,0,5.0726,0.043,0.0018
2026-09-06 01:23:00,1,23,6,1,6.9517,0.003,0.0018
2026-09-06 01:24:00,1,24,6,0,5.6228,0.028,0.0009
2026-09-06 01:25:00,1,25,6,0,4.131,0.03,0.0003
2026-09-06 01:26:00,1,26,6,0,6.0408,0.005,0.0004
2026-09-06 01:27:00,1,27,6,0,8.6995,0.013,0.0016
2026-09-06 01:28:00,1,28,6,0,8.0903,0.025,0.0001
2026-09-06 01:29:00,1,29,6,0,4.0556,0.018,0.0001
2026-09-06 01:30:00,1,30,6,0,8.8314,0.02,0.0012
2026-09-06 01:31:00,1,31,6,0,5.0814,0.014,0.0019
2026-09-06 01:32:00,1,32,6,0,7.2761,0.009,0.0018
2026-09-06 01:33:00,1,33,6,1,4.3981,0.035,0.0001
2026-09-06 01:34:00,1,34,6,1,4.6469,0.038,0.0003
2026-09-06 01:35:00,1,35,6,1,8.5398,0.012,0.0008
2026-09-06 01:36:00,1,36,6,0,6.9587,0.044,0.0009
2026-09-06 01:37:00,1,37,6,0,7.1327,0.008,0.001
2026-09-06 01:38:00,1,38,6,1,5.3899,0.022,0.0004
2026-09-06 01:39:00,1,39,6,0,5.537,0.033,0.0006
2026-09-06 01:40:00,1,40,6,0,4.8944,0.011,0.0004
2026-09-06 01:41:00,1,41,6,1,4.7317,0.042,0.0015
2026-09-06 01:42:00,1,42,6,0,5.923,0.0,0.0012
2026-09-06 01:43:00,1,43,6,0,5.8622,0.03,0.0005
2026-09-06 01:44:00,1,44,6,0,6.7749,0.028,0.0005
2026-09-06 01:45:00,1,45,6,0,7.1918,0.025,0.0016
2026-09-06 01:46:00,1,46,6,0,8.1709,0.033,0.0011
2026-09-06 01:47:00,1,47,6,0,9.0063,0.011,0.0002
2026-09-06 01:48:00,1,48,6,0,6.1094,0.026,0.0
2026-09-06 01:49:00,1,49,6,0,7.4341,0.012,0.0004
2026-09-06 01:50:00,1,50,6,0,4.156,0.036,0.0019
2026-09-06 01:51:00,1,51,6,0,5.5975,0.033,0.0004
2026-09-06 01:52:00,1,52,6,0,5.4153,0.027,0.0011
2026-09-06 01:53:00,1,53,6,0,7.5461,0.03,0.0015
2026-09-06 01:54:00,1,54,6,0,9.2107,0.035,0.001
2026-09-06 01:55:00,1,55,6,0,5.4241,0.025,0.0011
2026-09-06 01:56:00,1,56,6,0,6.0683,0.03,0.0017
2026-09-06 01:57:00,1,57,6,0,4.6615,0.042,0.0
2026-09-06 01:58:00,1,58,6,0,4.4898,0.017,0.0018
2026-09-06 01:59:00,1,59,6,0,8.9296,0.022,0.0014
2026-09-06 02:00:00,2,0,6,0,7.7864,0.02,0.0007
2026-09-06 02:01:00,2,1,6,0,6.5686,0.016,0.0004
2026-09-06 02:02:00,2,2,6,0,5.7915,0.038,0.0011
2026-09-06 02:03:00,2,3,6,0,4.1069,0.018,0.001
2026-09-06 02:04:00,2,4,6,1,6.6157,0.013,0.0011
2026-09-06 02:05:00,2,5,6,0,4.3613,0.011,0.0007
2026-09-06 02:06:00,2,6,6,0,8.8496,0.043,0.0008
2026-09-06 02:07:00,2,7,6,0,8.2188,0.017,0.0015
2026-09-06 02:08:00,2,8,6,1,7.0332,0.016,0.0003
2026-09-06 02:09:00,2,9,6,0,9.0551,0.018,0.0012
2026-09-06 02:10:00,2,10,6,0,8.922,0.025,0.0019
2026-09-06 02:11:00,2,11,6,0,8.2634,0.001,0.0008
2026-09-06 02:12:00,2,12,6,0,4.6177,0.024,0.0019
2026-09-06 02:13:00,2,13,6,0,8.7615,0.034,0.0004
2026-09-06 02:14:00,2,14,6,0,4.2489,0.032,0.0008
2026-09-06 02:15:00,2,15,6,0,8.3824,0.035,0.0007
2026-09-06 02:16:00,2,16,6,0,8.9537,0.025,0.0017
2026-09-06 02:17:00,2,17,6,0,7.2125,0.018,0.0007
2026-09-06 02:18:00,2,18,6,0,8.5707,0.037,0.0006
2026-09-06 02:19:00,2,19,6,1,8.5312,0.015,0.0009
2026-09-06 02:20:00,2,20,6,0,7.5293,0.014,0.0006
2026-09-06 02:21:00,2,21,6,0,8.8479,0.018,0.0016
2026-09-06 02:22:00,2,22,6,0,4.4945,0.043,0.0014
2026-09-06 02:23:00,2,23,6,0,9.0401,0.015,0.0012
2026-09-06 02:24:00,2,24,6,0,6.649,0.039,0.0007
2026-09-06 02:25:00,2,25,6,0,4.701,0.021,0.0016
2026-09-06 02:26:00,2,26,6,1,7.0526,0.016,0.0012
2026-09-06 02:27:00,2,27,6,0,6.786,0.033,0.0014
2026-09-06 02:28:00,2,28,6,0,4.4615,0.013,0.0006
2026-09-06 02:29:00,2,29,6,0,9.3529,0.022,0.0011
2026-09-06 02:30:00,2,30,6,0,8.2811,0.01,0.0
2026-09-06 02:31:00,2,31,6,0,9.0193,0.043,0.0005
2026-09-06 02:32:00,2,32,6,0,5.9914,0.029,0.0017
2026-09-06 02:33:00,2,33,6,1,7.1542,0.033,0.0011
2026-09-06 02:34:00,2,34,6,0,4.9131,0.032,0.0004
2026-09-06 02:35:00,2,35,6,0,4.5765,0.029,0.0015
2026-09-06 02:36:00,2,36,6,0,7.273,0.013,0.0006
2026-09-06 02:37:00,2,37,6,0,4.4749,0.018,0.0001
2026-09-06 02:38:00,2,38,6,0,8.5962,0.037,0.0018
2026-09-06 02:39:00,2,39,6,0,5.7006,0.024,0.0001
2026-09-06 02:40:00,2,40,6,0,4.8158,0.032,0.0007
2026-09-06 02:41:00,2,41,6,0,4.0572,0.044,0.0002
2026-09-06 02:42:00,2,42,6,1,5.7444,0.016,0.001
2026-09-06 02:43:00,2,43,6,0,8.6336,0.004,0.0019
2026-09-06 02:44:00,2,44,6,0,6.7229,0.002,0.0014
2026-09-06 02:45:00,2,45,6,0,5.869,0.011,0.0003
2026-09-06 02:46:00,2,46,6,0,4.5402,0.039,0.0004
2026-09-06 02:47:00,2,47,6,0,9.4121,0.042,0.0008
2026-09-06 02:48:00,2,48,6,0,8.9249,0.025,0.0011
2026-09-06 02:49:00,2,49,6,0,7.8295,0.005,0.0009
2026-09-06 02:50:00,2,50,6,0,5.9869,0.024,0.0018
2026-09-06 02:51:00,2,51,6,0,9.2915,0.021,0.001
2026-09-06 02:52:00,2,52,6,0,7.0418,0.017,0.0006
2026-09-06 02:53:00,2,53,6,0,8.2281,0.045,0.0001
2026-09-06 02:54:00,2,54,6,1,4.2835,0.041,0.0017
2026-09-06 02:55:00,2,55,6,1,4.0814,0.001,0.002
2026-09-06 02:56:00,2,56,6,0,4.8484,0.044,0.0018
2026-09-06 02:57:00,2,57,6,0,6.283,0.045,0.0011
2026-09-06 02:58:00,2,58,6,0,8.9283,0.006,0.0004
2026-09-06 02:59:00,2,59,6,0,4.2537,0.036,0.0004
2026-09-06 03:00:00,3,0,6,0,4.3643,0.038,0.0019
2026-09-06 03:01:00,3,1,6,0,4.1681,0.004,0.0001
2026-09-06 03:02:00,3,2,6,0,6.3127,0.011,0.0016
2026-09-06 03:03:00,3,3,6,0,6.0432,0.022,0.0011
2026-09-06 03:04:00,3,4,6,0,6.2875,0.022,0.0013
2026-09-06 03:05:00,3,5,6,0,8.1296,0.014,0.0012
2026-09-06 03:06:00,3,6,6,0,4.5309,0.023,0.0012
2026-09-06 03:07:00,3,7,6,0,5.9197,0.025,0.001
2026-09-06 03:08:00,3,8,6,0,7.4798,0.044,0.0008
2026-09-06 03:09:00,3,9,6,0,4.3153,0.026,0.0015
2026-09-06 03:10:00,3,10,6,0,5.8216,0.04,0.0008
2026-09-06 03:11:00,3,11,6,0,6.4152,0.032,0.0003
2026-09-06 03:12:00,3,12,6,0,5.2393,0.023,0.001
2026-09-06 03:13:00,3,13,6,0,9.152,0.023,0.0018
2026-09-06 03:14:00,3,14,6,0,4.7269,0.01,0.0019
2026-09-06 03:15:00,3,15,6,0,4.6421,0.04,0.0011
2026-09-06 03:16:00,3,16,6,1,7.1377,0.002,0.0014
2026-09-06 03:17:00,3,17,6,0,8.0203,0.001,0.0001
2026-09-06 03:18:00,3,18,6,0,5.3924,0.043,0.0005
2026-09-06 03:19:00,3,19,6,1,5.844,0.034,0.0003
2026-09-06 03:20:00,3,20,6,0,5.306,0.027,0.0006
2026-09-06 03:21:00,3,21,6,0,4.2627,0.001,0.0001
2026-09-06 03:22:00,3,22,6,0,7.2095,0.019,0.0014
2026-09-06 03:23:00,3,23,6,0,8.987,0.026,0.0017
2026-09-06 03:24:00,3,24,6,0,6.1115,0.003,0.0019
2026-09-06 03:25:00,3,25,6,0,4.393,0.036,0.0019
2026-09-06 03:26:00,3,26,6,0,8.9157,0.043,0.0009
2026-09-06 03:27:00,3,27,6,0,6.4296,0.021,0.0013
2026-09-06 03:28:00,3,28,6,1,7.0211,0.018,0.0001
2026-09-06 03:29:00,3,29,6,0,5.5438,0.039,0.0006
2026-09-06 03:30:00,3,30,6,0,4.5372,0.01,0.0016
2026-09-06 03:31:00,3,31,6,0,5.5496,0.016,0.0011
2026-09-06 03:32:00,3,32,6,1,7.9119,0.041,0.0019
2026-09-06 03:33:00,3,33,6,0,8.3195,0.005,0.0007
2026-09-06 03:34:00,3,34,6,0,6.2485,0.019,0.0017
2026-09-06 03:35:00,3,35,6,0,9.0161,0.001,0.0019
2026-09-06 03:36:00,3,36,6,1,5.0128,0.036,0.0014
2026-09-06 03:37:00,3,37,6,0,7.795,0.038,0.0009
2026-09-06 03:38:00,3,38,6,0,8.3886,0.042,0.0011
2026-09-06 03:39:00,3,39,6,0,4.5287,0.02,0.0
2026-09-06 03:40:00,3,40,6,0,5.8793,0.013,0.0011
2026-09-06 03:41:00,3,41,6,0,6.6056,0.037,0.0012
2026-09-06 03:42:00,3,42,6,0,7.004,0.011,0.0018
2026-09-06 03:43:00,3,43,6,0,7.4165,0.01,0.0015
2026-09-06 03:44:00,3,44,6,0,4.8144,0.027,0.0019
2026-09-06 03:45:00,3,45,6,0,9.4268,0.013,0.0019
2026-09-06 03:46:00,3,46,6,0,4.5397,0.039,0.0005
2026-09-06 03:47:00,3,47,6,1,6.3252,0.004,0.0017
2026-09-06 03:48:00,3,48,6,0,6.5666,0.018,0.0005
2026-09-06 03:49:00,3,49,6,0,8.6133,0.032,0.0016
2026-09-06 03:50:00,3,50,6,0,5.2799,0.038,0.0011
2026-09-06 03:51:00,3,51,6,0,7.0876,0.005,0.0005
2026-09-06 03:52:00,3,52,6,0,7.8808,0.011,0.0003
2026-09-06 03:53:00,3,53,6,0,8.0883,0.031,0.0016
2026-09-06 03:54:00,3,54,6,0,8.6342,0.037,0.0014
2026-09-06 03:55:00,3,55,6,0,4.0035,0.005,0.0015
2026-09-06 03:56:00,3,56,6,0,7.0256,0.001,0.0008
2026-09-06 03:57:00,3,57,6,1,8.9753,0.012,0.0002
2026-09-06 03:58:00,3,58,6,0,9.4243,0.009,0.002
2026-09-06 03:59:00,3,59,6,0,5.3244,0.006,0.0007
2026-09-06 04:00:00,4,0,6,1,4.6989,0.004,0.0013
2026-09-06 04:01:00,4,1,6,0,5.7666,0.008,0.0011
2026-09-06 04:02:00,4,2,6,0,8.7637,0.025,0.0003
2026-09-06 04:03:00,4,3,6,0,7.8061,0.012,0.0016
2026-09-06 04:04:00,4,4,6,0,4.8846,0.037,0.0013
2026-09-06 04:05:00,4,5,6,0,8.0755,0.03,0.0012
2026-09-06 04:06:00,4,6,6,0,7.0481,0.039,0.0
2026-09-06 04:07:00,4,7,6,0,5.0513,0.038,0.0003
2026-09-06 04:08:00,4,8,6,0,9.4745,0.01,0.001
2026-09-06 04:09:00,4,9,6,0,6.113,0.027,0.0004
2026-09-06 04:10:00,4,10,6,0,4.0047,0.025,0.0016
2026-09-06 04:11:00,4,11,6,0,7.7046,0.004,0.002
2026-09-06 04:12:00,4,12,6,1,4.5071,0.021,0.0001
2026-09-06 04:13:00,4,13,6,0,7.1035,0.009,0.001
2026-09-06 04:14:00,4,14,6,0,4.8226,0.039,0.0017
2026-09-06 04:15:00,4,15,6,0,4.8416,0.043,0.0013
2026-09-06 04:16:00,4,16,6,0,9.1382,0.041,0.0018
2026-09-06 04:17:00,4,17,6,1,7.1335,0.041,0.0002
2026-09-06 04:18:00,4,18,6,0,4.9419,0.006,0.0014
2026-09-06 04:19:00,4,19,6,0,8.0144,0.004,0.0008
2026-09-06 04:20:00,4,20,6,1,7.9637,0.023,0.0012
2026-09-06 04:21:00,4,21,6,0,6.4411,0.04,0.0019
2026-09-06 04:22:00,4,22,6,0,4.6155,0.027,0.0004
2026-09-06 04:23:00,4,23,6,0,4.4759,0.007,0.0002
2026-09-06 04:24:00,4,24,6,1,4.8101,0.014,0.001
2026-09-06 04:25:00,4,25,6,0,7.5592,0.041,0.0003
2026-09-06 04:26:00,4,26,6,1,8.073,0.021,0.0017
2026-09-06 04:27:00,4,27,6,0,7.9941,0.014,0.0011
2026-09-06 04:28:00,4,28,6,0,5.9212,0.008,0.0018
2026-09-06 04:29:00,4,29,6,0,7.8427,0.003,0.0019
2026-09-06 04:30:00,4,30,6,0,4.5048,0.009,0.0019
2026-09-06 04:31:00,4,31,6,0,9.317,0.044,0.0003
2026-09-06 04:32:00,4,32,6,0,6.9585,0.008,0.0014
2026-09-06 04:33:00,4,33,6,0,4.5123,0.027,0.0
2026-09-06 04:34:00,4,34,6,0,7.7667,0.019,0.0007
2026-09-06 04:35:00,4,35,6,0,5.331,0.035,0.0005
2026-09-06 04:36:00,4,36,6,0,4.7883,0.02,0.002
2026-09-06 04:37:00,4,37,6,0,6.983,0.023,0.001
2026-09-06 04:38:00,4,38,6,0,4.9889,0.034,0.0002
2026-09-06 04:39:00,4,39,6,0,5.2445,0.0,0.0004
2026-09-06 04:40:00,4,40,6,0,4.6016,0.036,0.0013
2026-09-06 04:41:00,4,41,6,0,7.2823,0.037,0.001
2026-09-06 04:42:00,4,42,6,0,4.0039,0.024,0.0007
2026-09-06 04:43:00,4,43,6,0,4.0051,0.015,0.0015
2026-09-06 04:44:00,4,44,6,0,7.2224,0.035,0.0003
2026-09-06 04:45:00,4,45,6,1,4.8037,0.036,0.001
2026-09-06 04:46:00,4,46,6,0,6.9186,0.038,0.0008
2026-09-06 04:47:00,4,47,6,1,5.4019,0.002,0.0002
2026-09-06 04:48:00,4,48,6,1,5.0499,0.01,0.0018
2026-09-06 04:49:00,4,49,6,0,6.7995,0.025,0.0019
2026-09-06 04:50:00,4,50,6,0,6.5065,0.033,0.0002
2026-09-06 04:51:00,4,51,6,0,8.1537,0.03,0.0014
2026-09-06 04:52:00,4,52,6,0,5.7453,0.025,0.0003
2026-09-06 04:53:00,4,53,6,0,8.3056,0.043,0.0005
2026-09-06 04:54:00,4,54,6,0,8.4588,0.014,0.0005
2026-09-06 04:55:00,4,55,6,0,8.4157,0.001,0.0015
2026-09-06 04:56:00,4,56,6,0,8.7881,0.038,0.0019
2026-09-06 04:57:00,4,57,6,0,5.564,0.017,0.0002
2026-09-06 04:58:00,4,58,6,0,6.0121,0.021,0.0011
2026-09-06 04:59:00,4,59,6,0,5.8571,0.033,0.0002
2026-09-06 05:00:00,5,0,6,0,5.153,0.035,0.0001
2026-09-06 05:01:00,5,1,6,0,8.8207,0.044,0.0003
2026-09-06 05:02:00,5,2,6,0,6.9935,0.032,0.0005
2026-09-06 05:03:00,5,3,6,0,5.9359,0.039,0.0004
2026-09-06 05:04:00,5,4,6,0,5.0094,0.016,0.0017
2026-09-06 05:05:00,5,5,6,0,5.1685,0.039,0.0008
2026-09-06 05:06:00,5,6,6,0,4.153,0.015,0.0003
2026-09-06 05:07:00,5,7,6,0,7.9917,0.031,0.0016
2026-09-06 05:08:00,5,8,6,0,7.8856,0.044,0.0009
2026-09-06 05:09:00,5,9,6,0,4.1652,0.018,0.0001
2026-09-06 05:10:00,5,10,6,1,6.1145,0.001,0.0003
2026-09-06 05:11:00,5,11,6,0,5.3863,0.011,0.0018
2026-09-06 05:12:00,5,12,6,0,4.6586,0.032,0.0012
2026-09-06 05:13:00,5,13,6,1,4.2339,0.025,0.002
2026-09-06 05:14:00,5,14,6,0,9.4359,0.012,0.0019
2026-09-06 05:15:00,5,15,6,0,5.9632,0.043,0.0
2026-09-06 05:16:00,5,16,6,0,7.7784,0.008,0.0005
2026-09-06 05:17:00,5,17,6,0,5.9312,0.043,0.0018
2026-09-06 05:18:00,5,18,6,0,6.9056,0.017,0.0015
2026-09-06 05:19:00,5,19,6,0,9.0245,0.035,0.0012
2026-09-06 05:20:00,5,20,6,0,6.3969,0.042,0.0002
2026-09-06 05:21:00,5,21,6,0,8.8687,0.02,0.0001
2026-09-06 05:22:00,5,22,6,0,7.969,0.005,0.0015
2026-09-06 05:23:00,5,23,6,0,8.201,0.006,0.0014
2026-09-06 05:24:00,5,24,6,0,7.3527,0.023,0.0017
2026-09-06 05:25:00,5,25,6,0,5.2048,0.016,0.0013
2026-09-06 05:26:00,5,26,6,0,4.1308,0.029,0.0004
2026-09-06 05:27:00,5,27,6,0,5.9937,0.006,0.0014
2026-09-06 05:28:00,5,28,6,1,6.0255,0.017,0.001
2026-09-06 05:29:00,5,29,6,0,5.9003,0.012,0.001
2026-09-06 05:30:00,5,30,6,0,9.1853,0.013,0.0018
2026-09-06 05:31:00,5,31,6,0,6.3569,0.011,0.0002
2026-09-06 05:32:00,5,32,6,0,5.041,0.023,0.0019
2026-09-06 05:33:00,5,33,6,0,8.1146,0.005,0.0019
2026-09-06 05:34:00,5,34,6,0,4.0788,0.033,0.0005
2026-09-06 05:35:00,5,35,6,0,9.0336,0.021,0.0015
2026-09-06 05:36:00,5,36,6,0,6.848,0.044,0.0008
2026-09-06 05:37:00,5,37,6,1,8.6421,0.018,0.0006
2026-09-06 05:38:00,5,38,6,0,6.6487,0.013,0.0011
2026-09-06 05:39:00,5,39,6,0,8.3029,0.019,0.0018
2026-09-06 05:40:00,5,40,6,0,7.1523,0.004,0.0003
2026-09-06 05:41:00,5,41,6,0,8.8162,0.004,0.0008
2026-09-06 05:42:00,5,42,6,0,5.9846,0.035,0.0007
2026-09-06 05:43:00,5,43,6,0,8.0226,0.008,0.0011
2026-09-06 05:44:00,5,44,6,0,7.3201,0.003,0.0
2026-09-06 05:45:00,5,45,6,0,8.3142,0.005,0.0009
2026-09-06 05:46:00,5,46,6,0,8.3984,0.045,0.0016
2026-09-06 05:47:00,5,47,6,0,8.7092,0.005,0.0017
2026-09-06 05:48:00,5,48,6,0,5.347,0.016,0.0011
2026-09-06 05:49:00,5,49,6,0,9.4759,0.01,0.0009
2026-09-06 05:50:00,5,50,6,0,9.0707,0.032,0.0019
2026-09-06 05:51:00,5,51,6,1,9.0724,0.027,0.0006
2026-09-06 05:52:00,5,52,6,0,4.9445,0.033,0.0011
2026-09-06 05:53:00,5,53,6,0,8.5767,0.024,0.0007
2026-09-06 05:54:00,5,54,6,1,5.5688,0.009,0.0017
2026-09-06 05:55:00,5,55,6,0,5.9833,0.023,0.0003
2026-09-06 05:56:00,5,56,6,1,4.6469,0.0,0.0006
2026-09-06 05:57:00,5,57,6,0,5.9383,0.012,0.0009
2026-09-06 05:58:00,5,58,6,0,5.4787,0.02,0.0018
2026-09-06 05:59:00,5,59,6,0,8.5547,0.026,0.0004
2026-09-06 06:00:00,6,0,6,0,7.0605,0.029,0.0017
2026-09-06 06:01:00,6,1,6,1,5.116,0.033,0.0003
2026-09-06 06:02:00,6,2,6,0,4.8131,0.022,0.0006
2026-09-06 06:03:00,6,3,6,0,7.259,0.03,0.0005
2026-09-06 06:04:00,6,4,6,0,8.8793,0.028,0.0004
2026-09-06 06:05:00,6,5,6,0,6.9121,0.028,0.0014
2026-09-06 06:06:00,6,6,6,0,7.0549,0.033,0.0003
2026-09-06 06:07:00,6,7,6,0,5.6424,0.033,0.0016
2026-09-06 06:08:00,6,8,6,0,4.9544,0.008,0.0012
2026-09-06 06:09:00,6,9,6,0,6.1647,0.015,0.002
2026-09-06 06:10:00,6,10,6,1,4.8911,0.016,0.0002
2026-09-06 06:11:00,6,11,6,0,8.6938,0.006,0.0011
2026-09-06 06:12:00,6,12,6,0,7.4858,0.021,0.0013
2026-09-06 06:13:00,6,13,6,0,6.755,0.029,0.001
2026-09-06 06:14:00,6,14,6,0,7.9431,0.004,0.0
2026-09-06 06:15:00,6,15,6,0,7.6964,0.029,0.0
2026-09-06 06:16:00,6,16,6,1,6.1595,0.042,0.0013
2026-09-06 06:17:00,6,17,6,0,9.0025,0.011,0.0008
2026-09-06 06:18:00,6,18,6,1,6.6385,0.006,0.0006
2026-09-06 06:19:00,6,19,6,0,9.1374,0.018,0.0007
2026-09-06 06:20:00,6,20,6,0,4.519,0.035,0.0003
2026-09-06 06:21:00,6,21,6,0,7.6225,0.022,0.0005
2026-09-06 06:22:00,6,22,6,0,6.4542,0.035,0.0006
2026-09-06 06:23:00,6,23,6,0,4.2872,0.018,0.0012
2026-09-06 06:24:00,6,24,6,0,8.0573,0.043,0.0011
2026-09-06 06:25:00,6,25,6,0,6.2378,0.01,0.0001
2026-09-06 06:26:00,6,26,6,0,7.3303,0.013,0.0008
2026-09-06 06:27:00,6,27,6,0,8.71,0.038,0.0006
2026-09-06 06:28:00,6,28,6,0,7.4252,0.039,0.0018
2026-09-06 06:29:00,6,29,6,0,7.553,0.029,0.0005
2026-09-06 06:30:00,6,30,6,0,8.598,0.004,0.0019
2026-09-06 06:31:00,6,31,6,0,8.9224,0.019,0.0006
2026-09-06 06:32:00,6,32,6,0,8.4503,0.028,0.0015
2026-09-06 06:33:00,6,33,6,0,4.2474,0.038,0.0008
2026-09-06 06:34:00,6,34,6,0,7.84,0.035,0.001
2026-09-06 06:35:00,6,35,6,0,9.3099,0.015,0.0006
2026-09-06 06:36:00,6,36,6,0,7.2472,0.014,0.0003
2026-09-06 06:37:00,6,37,6,0,6.3945,0.012,0.0015
2026-09-06 06:38:00,6,38,6,0,4.2796,0.009,0.0017
2026-09-06 06:39:00,6,39,6,0,6.6052,0.009,0.0018
