Timestamp,Sim Time,Uptime,Voltage (V),Current (A),Power (W),Cumulative Gen (Wh),SOC (%),Power Source,Step Status
2026-09-05 17:18:38,14:30,617s,0.016618,1.7e-05,2.76151e-07,1e-05,50,harvested,IDLE
2026-09-05 17:18:38,14:30,617s,0.017595,1.8e-05,3.095949e-07,1e-05,50,harvested,IDLE
2026-09-05 17:18:38,14:30,617s,0.014663,1.5e-05,2.149964e-07,1e-05,50,harvested,IDLE
2026-09-05 17:18:38,14:30,617s,0.01564,1.6e-05,2.446181e-07,1e-05,50,harvested,IDLE
2026-09-05 17:18:38,14:30,617s,0.01564,1.6e-05,2.446181e-07,1e-05,50,harvested,IDLE
2026-09-05 17:18:38,14:30,617s,0.02346,2.3e-05,5.503908e-07,1e-05,50,harvested,IDLE
2026-09-05 17:18:39,14:30,618s,0.044966,4.5e-05,2.021922e-06,1e-05,50,harvested,PRESSED
2026-09-05 17:18:39,14:30,618s,0.281525,0.000282,7.9e-05,1e-05,50,harvested,IDLE
2026-09-05 17:18:39,14:30,618s,0.076246,7.6e-05,5.813504e-06,1e-05,50,harvested,PRESSED
2026-09-05 17:18:39,14:30,618s,0.041056,4.1e-05,1.685572e-06,1e-05,50,harvested,IDLE
2026-09-05 17:18:39,14:30,618s,0.31085,0.000311,9.7e-05,1e-05,50,harvested,PRESSED
2026-09-05 17:18:39,14:30,618s,0.013685,1.4e-05,1.872858e-07,1e-05,50,harvested,IDLE
2026-09-05 17:18:39,14:30,618s,0,0,0,1e-05,50,harvested,IDLE
2026-09-05 17:18:39,14:30,618s,0.418377,0.000418,0.000175,1e-05,50,harvested,PRESSED
2026-09-05 17:18:40,14:30,619s,0.000978,9.775171e-07,9.555396e-10,1e-05,50,harvested,IDLE
2026-09-05 17:18:40,14:30,619s,0,0,0,1e-05,50,harvested,IDLE
2026-09-05 17:18:40,14:30,619s,0.218964,0.000219,4.8e-05,1e-05,50,harvested,PRESSED
2026-09-05 17:18:40,14:30,619s,0.640274,0.00064,0.00041,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:40,14:30,619s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:40,14:30,619s,0.159335,0.000159,2.5e-05,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:40,14:30,619s,0.347019,0.000347,0.00012,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:40,14:30,619s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:40,14:30,620s,0.000978,9.775171e-07,9.555396e-10,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:41,14:30,620s,0.332356,0.000332,0.00011,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:41,14:30,620s,0.000978,9.775171e-07,9.555396e-10,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:41,14:30,620s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:41,14:30,620s,0.213099,0.000213,4.5e-05,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:41,14:30,620s,0.336266,0.000336,0.000113,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:41,14:30,620s,0.136852,0.000137,1.9e-05,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:41,14:30,620s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:41,14:30,621s,0.455523,0.000456,0.000208,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:42,14:30,621s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:42,14:30,621s,0.044966,4.5e-05,2.021922e-06,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:42,14:30,621s,0.27566,0.000276,7.6e-05,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:42,14:30,621s,0.123167,0.000123,1.5e-05,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:42,14:30,621s,0.01564,1.6e-05,2.446181e-07,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:42,14:30,621s,0.01955,2e-05,3.822159e-07,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:42,14:30,621s,0.018573,1.9e-05,3.449499e-07,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:42,14:30,622s,0.349951,0.00035,0.000122,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:43,14:30,622s,0.048876,4.9e-05,2.388849e-06,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:43,14:30,622s,0.051808,5.2e-05,2.684111e-06,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:43,14:30,622s,0.589443,0.000589,0.000347,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:43,14:30,622s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:43,14:30,622s,0.040078,4e-05,1.606262e-06,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:43,14:30,622s,0.470186,0.00047,0.000221,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:43,14:30,622s,0.059629,6e-05,3.555563e-06,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:43,14:30,622s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:44,14:30,623s,0.317693,0.000318,0.000101,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:44,14:30,623s,0.030303,3e-05,9.182737e-07,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:44,14:30,623s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:44,14:30,623s,0.194526,0.000195,3.8e-05,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:44,14:30,623s,0.253177,0.000253,6.4e-05,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:44,14:30,623s,0.071359,7.1e-05,5.092071e-06,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:44,14:30,623s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:44,14:30,623s,0.359726,0.00036,0.000129,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:45,14:30,624s,0.035191,3.5e-05,1.238379e-06,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:45,14:30,624s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:45,14:30,624s,0.135875,0.000136,1.8e-05,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:45,14:30,624s,0.391984,0.000392,0.000154,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:45,14:30,624s,0.084066,8.4e-05,7.067172e-06,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:45,14:30,624s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:45,14:30,624s,0.41349,0.000413,0.000171,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:45,14:30,624s,0.012708,1.3e-05,1.614862e-07,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:46,14:30,625s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:46,14:30,625s,0.229717,0.00023,5.3e-05,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:46,14:30,625s,0.481916,0.000482,0.000232,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:46,14:30,625s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:46,14:30,625s,0.016618,1.7e-05,2.76151e-07,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:46,14:30,625s,0.460411,0.00046,0.000212,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:46,14:30,625s,0.00782,7.820136e-06,6.115454e-08,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:46,14:30,625s,0.006843,6.84262e-06,4.682144e-08,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:47,14:30,626s,0.358749,0.000359,0.000129,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:47,14:30,626s,0.012708,1.3e-05,1.614862e-07,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:47,14:30,626s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:47,14:30,626s,0.086022,8.6e-05,7.399699e-06,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:47,14:30,626s,0.381232,0.000381,0.000145,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:47,14:30,626s,0.006843,6.84262e-06,4.682144e-08,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:47,14:30,626s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:47,14:30,626s,0.16911,0.000169,2.9e-05,1.1e-05,50,harvested,PRESSED
2026-09-05 17:18:48,14:30,627s,0.370479,0.00037,0.000137,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:48,14:30,627s,0.000978,9.775171e-07,9.555396e-10,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:48,14:30,627s,0,0,0,1.1e-05,50,harvested,IDLE
2026-09-05 17:18:48,14:30,627s,0.347996,0.000348,0.000121,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:48,14:30,627s,0,0,0,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:48,14:30,627s,0,0,0,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:48,14:30,627s,0.426197,0.000426,0.000182,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:48,14:30,627s,0.009775,9.775171e-06,9.555396e-08,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:49,14:30,628s,0,0,0,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:49,14:30,628s,0.312805,0.000313,9.8e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:49,14:30,628s,0.051808,5.2e-05,2.684111e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:49,14:30,628s,0.005865,5.865103e-06,3.439943e-08,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:49,14:30,628s,0.181818,0.000182,3.3e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:49,14:30,628s,0.000978,9.775171e-07,9.555396e-10,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:49,14:30,628s,0.021505,2.2e-05,4.624812e-07,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:49,14:30,628s,0.076246,7.6e-05,5.813504e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:50,14:30,629s,0.442815,0.000443,0.000196,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:50,14:30,629s,0.160313,0.00016,2.6e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:50,14:30,629s,0.146628,0.000147,2.1e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:50,14:30,629s,0.018573,1.9e-05,3.449499e-07,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:50,14:30,629s,0.171065,0.000171,2.9e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:50,14:30,629s,0.206256,0.000206,4.3e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:50,14:30,629s,0.179863,0.00018,3.2e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:50,14:30,629s,0.226784,0.000227,5.1e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:51,14:30,630s,0.062561,6.3e-05,3.91389e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:51,14:30,630s,0.096774,9.7e-05,9.365243e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:51,14:30,630s,0.420332,0.00042,0.000177,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:51,14:30,630s,0.29521,0.000295,8.7e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:51,14:30,630s,0.191593,0.000192,3.7e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:51,14:30,630s,0.300098,0.0003,9e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:51,14:30,630s,0.098729,9.9e-05,9.747461e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:51,14:30,630s,0.27566,0.000276,7.6e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:52,14:30,631s,0.252199,0.000252,6.4e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:52,14:30,631s,0.196481,0.000196,3.9e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:52,14:30,631s,0.321603,0.000322,0.000103,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:52,14:30,631s,0.105572,0.000106,1.1e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:52,14:30,631s,0.215054,0.000215,4.6e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:52,14:30,631s,0.164223,0.000164,2.7e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:52,14:30,631s,0.095797,9.6e-05,9.177003e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:52,14:30,631s,0.038123,3.8e-05,1.453376e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:53,14:30,632s,0.085044,8.5e-05,7.23248e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:53,14:30,632s,0.112414,0.000112,1.3e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:53,14:30,632s,0.127077,0.000127,1.6e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:53,14:30,632s,0.041056,4.1e-05,1.685572e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:53,14:30,632s,0.207234,0.000207,4.3e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:53,14:30,632s,0.15738,0.000157,2.5e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:53,14:30,632s,0.115347,0.000115,1.3e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:53,14:30,632s,0,0,0,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:54,14:30,633s,0.266862,0.000267,7.1e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:54,14:30,633s,0.167155,0.000167,2.8e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:54,14:30,633s,0.241447,0.000241,5.8e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:54,14:30,633s,0,0,0,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:54,14:30,633s,0.183773,0.000184,3.4e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:54,14:30,633s,0.148583,0.000149,2.2e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:54,14:30,633s,0.067449,6.7e-05,4.549325e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:54,14:30,633s,0.214076,0.000214,4.6e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:55,14:30,634s,0.255132,0.000255,6.5e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:55,14:30,634s,0,0,0,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:55,14:30,634s,0.266862,0.000267,7.1e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:55,14:30,634s,0.192571,0.000193,3.7e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:55,14:30,634s,0.333333,0.000333,0.000111,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:55,14:30,634s,0.202346,0.000202,4.1e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:55,14:30,634s,0.14956,0.00015,2.2e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:55,14:30,634s,0.252199,0.000252,6.4e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:56,14:30,635s,0.049853,5e-05,2.485359e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:56,14:30,635s,0.27566,0.000276,7.6e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:56,14:30,635s,0.217986,0.000218,4.8e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:56,14:30,635s,0.236559,0.000237,5.6e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:56,14:30,635s,0.087977,8.8e-05,7.739871e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:56,14:30,635s,0.082111,8.2e-05,6.742288e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:56,14:30,635s,0.090909,9.1e-05,8.264464e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:56,14:30,635s,0.075269,7.5e-05,5.665395e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:57,14:30,636s,0.066471,6.6e-05,4.418416e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:57,14:30,636s,0.068426,6.8e-05,4.682145e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:57,14:30,636s,0.079179,7.9e-05,6.269296e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:57,14:30,636s,0.077224,7.7e-05,5.963523e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:57,14:30,636s,0.063539,6.4e-05,4.037155e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:57,14:30,636s,0.064516,6.5e-05,4.162331e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:57,14:30,636s,0.076246,7.6e-05,5.813504e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:57,14:30,636s,0.079179,7.9e-05,6.269296e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:58,14:30,637s,0.064516,6.5e-05,4.162331e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:58,14:30,637s,0.058651,5.9e-05,3.439943e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:58,14:30,637s,0.061584,6.2e-05,3.792537e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:58,14:30,637s,0.075269,7.5e-05,5.665395e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:58,14:30,637s,0.070381,7e-05,4.953518e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:58,14:30,637s,0.055718,5.6e-05,3.104548e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:58,14:30,637s,0.060606,6.1e-05,3.673095e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:58,14:30,637s,0.065494,6.5e-05,4.289418e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:59,14:30,638s,0.076246,7.6e-05,5.813504e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:59,14:30,638s,0.064516,6.5e-05,4.162331e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:59,14:30,638s,0.058651,5.9e-05,3.439943e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:59,14:30,638s,0.061584,6.2e-05,3.792537e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:59,14:30,638s,0.071359,7.1e-05,5.092071e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:18:59,14:30,638s,0.063539,6.4e-05,4.037155e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:59,14:30,638s,0.014663,1.5e-05,2.149964e-07,1.2e-05,50,harvested,IDLE
2026-09-05 17:18:59,14:30,638s,0.014663,1.5e-05,2.149964e-07,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:00,14:30,639s,0.01564,1.6e-05,2.446181e-07,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:00,14:30,639s,0.013685,1.4e-05,1.872858e-07,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:00,14:30,639s,0.009775,9.775171e-06,9.555396e-08,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:00,14:30,639s,0.086022,8.6e-05,7.399699e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:19:00,14:30,639s,0.166178,0.000166,2.8e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:00,14:30,639s,0.185728,0.000186,3.4e-05,1.2e-05,50,harvested,PRESSED
2026-09-05 17:19:00,14:30,639s,0.187683,0.000188,3.5e-05,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:00,14:30,639s,0.078201,7.8e-05,6.115454e-06,1.2e-05,50,harvested,PRESSED
2026-09-05 17:19:00,14:30,640s,0.044966,4.5e-05,2.021922e-06,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:01,14:30,640s,0.028348,2.8e-05,8.036089e-07,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:01,14:30,640s,0.004888,4.887585e-06,2.388849e-08,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:01,14:30,640s,0.014663,1.5e-05,2.149964e-07,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:01,14:30,640s,0.013685,1.4e-05,1.872858e-07,1.2e-05,50,harvested,IDLE
2026-09-05 17:19:01,14:30,640s,0.013685,1.4e-05,1.872858e-07,1.2e-05,50,harvested,IDLE
