timestamp,day_of_week,hour,minute,csi_variance,device_count_raw,people_count,piezo_voltage,piezo_avg_watt
2026-10-05 08:11:30,0,8,11,0.9113,4.0,4.0,0.049853,2.485359e-06
2026-10-05 08:12:00,0,8,12,2.6842,4.0,4.0,0.102639,1.1e-05
2026-10-05 08:12:30,0,8,12,1.0339,5.0,5.0,0.073314,5.37491e-06
2026-10-05 08:13:00,0,8,13,1.3821,5.0,5.0,0.179863,3.2e-05
2026-10-05 08:13:30,0,8,13,4.1498,5.0,5.0,0.184751,3.4e-05
2026-10-05 08:14:00,0,8,14,17.7199,3.0,3.0,0.207234,4.3e-05
2026-10-05 08:14:30,0,8,14,2.9483,4.0,4.0,0.076246,5.813504e-06
2026-10-05 08:15:00,0,8,15,24.619,3.0,3.0,0.455523,0.000208
2026-10-05 08:15:30,0,8,15,8.6451,8.0,8.0,0.255132,6.5e-05
2026-10-05 08:16:00,0,8,16,2.0517,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:16:30,0,8,16,7.2938,4.0,4.0,0.051808,2.684111e-06
2026-10-05 08:17:00,0,8,17,4.5562,3.0,3.0,0.0,0.0
2026-10-05 08:17:30,0,8,17,14.122,4.0,4.0,0.013685,1.872858e-07
2026-10-05 08:18:00,0,8,18,2.877,2.0,2.0,0.01564,2.446181e-07
2026-10-05 08:18:30,0,8,18,2.1703,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:19:00,0,8,19,7.6791,4.0,4.0,0.168133,2.8e-05
2026-10-05 08:19:30,0,8,19,59.5625,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:20:00,0,8,20,17.426,2.0,2.0,0.000978,9.555396e-10
2026-10-05 08:20:30,0,8,20,7.9073,4.0,4.0,0.265885,7.1e-05
2026-10-05 08:21:00,0,8,21,21.6228,4.0,4.0,0.01955,3.822159e-07
2026-10-05 08:21:30,0,8,21,8.3502,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:22:00,0,8,22,12.7376,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:22:30,0,8,22,8.4218,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:23:00,0,8,23,14.4321,1.0,1.0,0.001955,3.822159e-09
2026-10-05 08:23:30,0,8,23,12.4415,3.0,3.0,0.108504,1.2e-05
2026-10-05 08:24:00,0,8,24,3.5139,5.0,5.0,0.013685,1.872858e-07
2026-10-05 08:24:30,0,8,24,13.853,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:25:00,0,8,25,4.8686,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:25:30,0,8,25,3.1503,5.0,5.0,0.085044,7.23248e-06
2026-10-05 08:26:00,0,8,26,4.2775,2.0,2.0,0.085044,7.23248e-06
2026-10-05 08:26:30,0,8,26,12.4415,3.0,3.0,0.01564,2.446181e-07
2026-10-05 08:27:00,0,8,27,11.2648,4.0,4.0,0.017595,3.095949e-07
2026-10-05 08:27:30,0,8,27,7.2708,4.0,4.0,0.013685,1.872858e-07
2026-10-05 08:28:00,0,8,28,13.2173,3.0,3.0,0.012708,1.614862e-07
2026-10-05 08:28:30,0,8,28,5.1724,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:29:00,0,8,29,22.1346,2.0,2.0,0.041056,1.685572e-06
2026-10-05 08:29:30,0,8,29,10.3546,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:30:00,0,8,30,4.5562,3.0,3.0,0.252199,6.4e-05
2026-10-05 08:30:30,0,8,30,12.3407,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:31:00,0,8,31,4.8686,2.0,2.0,0.051808,2.684111e-06
2026-10-05 08:31:30,0,8,31,5.6385,3.0,3.0,0.014663,2.149964e-07
2026-10-05 08:32:00,0,8,32,14.1137,4.0,4.0,0.105572,1.1e-05
2026-10-05 08:32:30,0,8,32,9.8418,3.0,3.0,0.006843,4.682144e-08
2026-10-05 08:33:00,0,8,33,33.1375,3.0,3.0,0.085044,7.23248e-06
2026-10-05 08:33:30,0,8,33,10.2811,2.0,2.0,0.014663,2.149964e-07
2026-10-05 08:34:00,0,8,34,1.5173,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:34:30,0,8,34,16.1821,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:35:00,0,8,35,10.7868,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:35:30,0,8,35,6.1406,3.0,3.0,0.018573,3.449499e-07
2026-10-05 08:36:00,0,8,36,9.0853,2.0,2.0,0.096774,9.365243e-06
2026-10-05 08:36:30,0,8,36,32.0471,2.0,2.0,0.14956,2.2e-05
2026-10-05 08:37:00,0,8,37,4.9176,3.0,3.0,0.014663,2.149964e-07
2026-10-05 08:37:30,0,8,37,1.5116,4.0,4.0,0.067449,4.549325e-06
2026-10-05 08:38:00,0,8,38,1.6341,2.0,2.0,0.093842,8.806253e-06
2026-10-05 08:38:30,0,8,38,13.3918,2.0,2.0,0.0,0.0
2026-10-05 08:39:00,0,8,39,12.899,2.0,2.0,0.016618,2.76151e-07
2026-10-05 08:39:30,0,8,39,20.0244,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:40:00,0,8,40,10.3783,2.0,2.0,0.014663,2.149964e-07
2026-10-05 08:40:30,0,8,40,16.1821,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:41:00,0,8,41,7.2239,3.0,3.0,0.100684,1e-05
2026-10-05 08:41:30,0,8,41,1.5173,3.0,3.0,0.0,0.0
2026-10-05 08:42:00,0,8,42,9.4948,4.0,4.0,0.058651,3.439943e-06
2026-10-05 08:42:30,0,8,42,8.4218,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:43:00,0,8,43,9.9109,3.0,3.0,0.064516,4.162331e-06
2026-10-05 08:43:30,0,8,43,30.9904,2.0,2.0,0.0,0.0
2026-10-05 08:44:00,0,8,44,6.2038,2.0,2.0,0.0,0.0
2026-10-05 08:44:30,0,8,44,28.987,2.0,2.0,0.095797,9.177003e-06
2026-10-05 08:45:00,0,8,45,7.9854,2.0,2.0,0.0,0.0
2026-10-05 08:45:30,0,8,45,2.8361,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:46:00,0,8,46,7.2239,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:46:30,0,8,46,13.1753,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:47:00,0,8,47,7.6219,4.0,4.0,0.101662,1e-05
2026-10-05 08:47:30,0,8,47,10.3783,2.0,2.0,0.000978,9.555396e-10
2026-10-05 08:48:00,0,8,48,4.2775,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:48:30,0,8,48,20.0409,3.0,3.0,0.252199,6.4e-05
2026-10-05 08:49:00,0,8,49,9.3303,4.0,4.0,0.02346,5.503908e-07
2026-10-05 08:49:30,0,8,49,18.1129,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:50:00,0,8,50,3.861,3.0,3.0,0.589443,0.000347
2026-10-05 08:50:30,0,8,50,8.8249,3.0,3.0,0.013685,1.872858e-07
2026-10-05 08:51:00,0,8,51,8.1988,2.0,2.0,0.071359,5.092071e-06
2026-10-05 08:51:30,0,8,51,10.2855,3.0,3.0,0.300098,9e-05
2026-10-05 08:52:00,0,8,52,12.4415,3.0,3.0,0.082111,6.742288e-06
2026-10-05 08:52:30,0,8,52,9.9776,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:53:00,0,8,53,7.0931,2.0,2.0,0.014663,2.149964e-07
2026-10-05 08:53:30,0,8,53,14.9813,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:54:00,0,8,54,4.4928,4.0,4.0,0.013685,1.872858e-07
2026-10-05 08:54:30,0,8,54,20.0244,3.0,3.0,0.014663,2.149964e-07
2026-10-05 08:55:00,0,8,55,18.1129,3.0,3.0,0.103617,1.1e-05
2026-10-05 08:55:30,0,8,55,4.0831,1.0,1.0,0.013685,1.872858e-07
2026-10-05 08:56:00,0,8,56,61.9991,2.0,2.0,0.194526,3.8e-05
2026-10-05 08:56:30,0,8,56,12.2792,4.0,4.0,0.016618,2.76151e-07
2026-10-05 08:57:00,0,8,57,9.9055,2.0,2.0,0.269795,7.3e-05
2026-10-05 08:57:30,0,8,57,4.2808,4.0,4.0,0.064516,4.162331e-06
2026-10-05 08:58:00,0,8,58,3.4333,4.0,4.0,0.160313,2.6e-05
2026-10-05 08:58:30,0,8,58,67.8325,1.0,1.0,0.013685,1.872858e-07
2026-10-05 08:59:00,0,8,59,11.3039,2.0,2.0,0.013685,1.872858e-07
2026-10-05 08:59:30,0,8,59,10.3783,2.0,2.0,0.0,0.0
2026-10-05 09:00:00,0,9,0,12.1602,4.0,4.0,0.004888,2.388849e-08
2026-10-05 09:00:30,0,9,0,13.9392,3.0,3.0,0.336266,0.000113
2026-10-05 09:01:00,0,9,1,65.5896,2.0,2.0,0.0,0.0
2026-10-05 09:01:30,0,9,1,1.5116,4.0,4.0,0.013685,1.872858e-07
2026-10-05 09:02:00,0,9,2,10.2855,3.0,3.0,0.014663,2.149964e-07
2026-10-05 09:02:30,0,9,2,28.987,2.0,2.0,0.016618,2.76151e-07
2026-10-05 09:03:00,0,9,3,11.8107,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:03:30,0,9,3,1.2089,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:04:00,0,9,4,17.9777,4.0,4.0,0.017595,3.095949e-07
2026-10-05 09:04:30,0,9,4,9.0775,4.0,4.0,0.012708,1.614862e-07
2026-10-05 09:05:00,0,9,5,3.8631,2.0,2.0,0.265885,7.1e-05
2026-10-05 09:05:30,0,9,5,7.1714,3.0,3.0,0.004888,2.388849e-08
2026-10-05 09:06:00,0,9,6,8.6677,4.0,4.0,0.14174,2e-05
2026-10-05 09:06:30,0,9,6,14.9081,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:07:00,0,9,7,8.6127,4.0,4.0,0.0,0.0
2026-10-05 09:07:30,0,9,7,7.2239,3.0,3.0,0.012708,1.614862e-07
2026-10-05 09:08:00,0,9,8,1.5071,2.0,2.0,0.080156,6.425048e-06
2026-10-05 09:08:30,0,9,8,13.2573,4.0,4.0,0.014663,2.149964e-07
2026-10-05 09:09:00,0,9,9,2.4125,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:09:30,0,9,9,2.3473,5.0,5.0,0.002933,8.599857e-09
2026-10-05 09:10:00,0,9,10,10.5795,3.0,3.0,0.481916,0.000232
2026-10-05 09:10:30,0,9,10,36.3411,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:11:00,0,9,11,9.5309,1.0,1.0,0.01564,2.446181e-07
2026-10-05 09:11:30,0,9,11,31.6089,3.0,3.0,0.017595,3.095949e-07
2026-10-05 09:12:00,0,9,12,10.0748,4.0,4.0,0.087977,7.739871e-06
2026-10-05 09:12:30,0,9,12,8.9729,4.0,4.0,0.013685,1.872858e-07
2026-10-05 09:13:00,0,9,13,9.1937,2.0,2.0,0.202346,4.1e-05
2026-10-05 09:13:30,0,9,13,13.3918,2.0,2.0,0.0,0.0
2026-10-05 09:14:00,0,9,14,1.7464,3.0,3.0,0.0,0.0
2026-10-05 09:14:30,0,9,14,12.3781,3.0,3.0,0.051808,2.684111e-06
2026-10-05 09:15:00,0,9,15,15.0411,2.0,2.0,0.379277,0.000144
2026-10-05 09:15:30,0,9,15,63.5098,4.0,4.0,0.000978,9.555396e-10
2026-10-05 09:16:00,0,9,16,10.1392,4.0,4.0,0.013685,1.872858e-07
2026-10-05 09:16:30,0,9,16,11.2648,4.0,4.0,0.002933,8.599857e-09
2026-10-05 09:17:00,0,9,17,21.9102,4.0,4.0,0.000978,9.555396e-10
2026-10-05 09:17:30,0,9,17,9.8418,3.0,3.0,0.014663,2.149964e-07
2026-10-05 09:18:00,0,9,18,1.7583,4.0,4.0,0.31085,9.7e-05
2026-10-05 09:18:30,0,9,18,15.3178,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:19:00,0,9,19,2.4066,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:19:30,0,9,19,9.8418,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:20:00,0,9,20,10.8928,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:20:30,0,9,20,5.3718,1.0,1.0,0.252199,6.4e-05
2026-10-05 09:21:00,0,9,21,7.4875,5.0,5.0,0.01564,2.446181e-07
2026-10-05 09:21:30,0,9,21,4.8686,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:22:00,0,9,22,10.4539,2.0,2.0,0.018573,3.449499e-07
2026-10-05 09:22:30,0,9,22,17.853,4.0,4.0,0.013685,1.872858e-07
2026-10-05 09:23:00,0,9,23,8.4199,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:23:30,0,9,23,1.8125,3.0,3.0,0.226784,5.1e-05
2026-10-05 09:24:00,0,9,24,10.5795,3.0,3.0,0.012708,1.614862e-07
2026-10-05 09:24:30,0,9,24,4.0274,2.0,2.0,0.002933,8.599857e-09
2026-10-05 09:25:00,0,9,25,11.3908,4.0,4.0,0.013685,1.872858e-07
2026-10-05 09:25:30,0,9,25,14.2473,3.0,3.0,0.179863,3.2e-05
2026-10-05 09:26:00,0,9,26,5.7815,3.0,3.0,0.058651,3.439943e-06
2026-10-05 09:26:30,0,9,26,2.9886,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:27:00,0,9,27,35.2564,2.0,2.0,0.005865,3.439943e-08
2026-10-05 09:27:30,0,9,27,10.2855,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:28:00,0,9,28,6.3406,3.0,3.0,0.27566,7.6e-05
2026-10-05 09:28:30,0,9,28,3.6602,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:29:00,0,9,29,2.0517,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:29:30,0,9,29,13.2636,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:30:00,0,9,30,6.4773,3.0,3.0,0.075269,5.665395e-06
2026-10-05 09:30:30,0,9,30,10.0093,2.0,2.0,0.075269,5.665395e-06
2026-10-05 09:31:00,0,9,31,22.8143,3.0,3.0,0.01564,2.446181e-07
2026-10-05 09:31:30,0,9,31,10.4539,2.0,2.0,0.206256,4.3e-05
2026-10-05 09:32:00,0,9,32,8.1988,2.0,2.0,0.014663,2.149964e-07
2026-10-05 09:32:30,0,9,32,7.0717,4.0,4.0,0.0,0.0
2026-10-05 09:33:00,0,9,33,10.5602,5.0,5.0,0.013685,1.872858e-07
2026-10-05 09:33:30,0,9,33,6.2765,4.0,4.0,0.014663,2.149964e-07
2026-10-05 09:34:00,0,9,34,1.932,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:34:30,0,9,34,5.2382,4.0,4.0,0.261975,6.9e-05
2026-10-05 09:35:00,0,9,35,14.2473,3.0,3.0,0.014663,2.149964e-07
2026-10-05 09:35:30,0,9,35,3.7144,3.0,3.0,0.02346,5.503908e-07
2026-10-05 09:36:00,0,9,36,9.3303,4.0,4.0,0.148583,2.2e-05
2026-10-05 09:36:30,0,9,36,13.1791,2.0,2.0,0.000978,9.555396e-10
2026-10-05 09:37:00,0,9,37,4.2775,2.0,2.0,0.167155,2.8e-05
2026-10-05 09:37:30,0,9,37,46.4662,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:38:00,0,9,38,14.4321,1.0,1.0,0.099707,9.941436e-06
2026-10-05 09:38:30,0,9,38,1.2616,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:39:00,0,9,39,14.2473,3.0,3.0,0.002933,8.599857e-09
2026-10-05 09:39:30,0,9,39,1.0015,2.0,2.0,0.016618,2.76151e-07
2026-10-05 09:40:00,0,9,40,21.4428,4.0,4.0,0.068426,4.682145e-06
2026-10-05 09:40:30,0,9,40,6.5266,3.0,3.0,0.000978,9.555396e-10
2026-10-05 09:41:00,0,9,41,7.9065,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:41:30,0,9,41,12.6128,3.0,3.0,0.229717,5.3e-05
2026-10-05 09:42:00,0,9,42,1.2996,2.0,2.0,0.014663,2.149964e-07
2026-10-05 09:42:30,0,9,42,10.5602,5.0,5.0,0.013685,1.872858e-07
2026-10-05 09:43:00,0,9,43,13.2621,2.0,2.0,0.336266,0.000113
2026-10-05 09:43:30,0,9,43,7.845,4.0,4.0,0.01564,2.446181e-07
2026-10-05 09:44:00,0,9,44,1.9078,5.0,5.0,0.01955,3.822159e-07
2026-10-05 09:44:30,0,9,44,4.6173,1.0,1.0,0.013685,1.872858e-07
2026-10-05 09:45:00,0,9,45,5.0969,1.0,1.0,0.00782,6.115454e-08
2026-10-05 09:45:30,0,9,45,5.2382,4.0,4.0,0.014663,2.149964e-07
2026-10-05 09:46:00,0,9,46,9.9306,2.0,2.0,0.103617,1.1e-05
2026-10-05 09:46:30,0,9,46,16.2809,4.0,4.0,0.014663,2.149964e-07
2026-10-05 09:47:00,0,9,47,10.3546,3.0,3.0,0.012708,1.614862e-07
2026-10-05 09:47:30,0,9,47,33.1375,3.0,3.0,0.024438,5.972124e-07
2026-10-05 09:48:00,0,9,48,9.173,4.0,4.0,0.013685,1.872858e-07
2026-10-05 09:48:30,0,9,48,10.476,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:49:00,0,9,49,1.5757,2.0,2.0,0.086022,7.399699e-06
2026-10-05 09:49:30,0,9,49,1.932,2.0,2.0,0.018573,3.449499e-07
2026-10-05 09:50:00,0,9,50,15.243,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:50:30,0,9,50,8.4328,2.0,2.0,0.087977,7.739871e-06
2026-10-05 09:51:00,0,9,51,8.4199,3.0,3.0,0.013685,1.872858e-07
2026-10-05 09:51:30,0,9,51,2.877,2.0,2.0,0.01564,2.446181e-07
2026-10-05 09:52:00,0,9,52,1.5173,3.0,3.0,0.012708,1.614862e-07
2026-10-05 09:52:30,0,9,52,12.6542,4.0,4.0,0.124145,1.5e-05
2026-10-05 09:53:00,0,9,53,10.5602,5.0,5.0,0.013685,1.872858e-07
2026-10-05 09:53:30,0,9,53,2.714,3.0,3.0,0.020528,4.21393e-07
2026-10-05 09:54:00,0,9,54,10.0748,4.0,4.0,0.127077,1.6e-05
2026-10-05 09:54:30,0,9,54,13.1791,2.0,2.0,0.075269,5.665395e-06
2026-10-05 09:55:00,0,9,55,13.8257,2.0,2.0,0.181818,3.3e-05
2026-10-05 09:55:30,0,9,55,3.2416,4.0,4.0,0.014663,2.149964e-07
2026-10-05 09:56:00,0,9,56,8.5776,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:56:30,0,9,56,2.1545,2.0,2.0,0.177908,3.2e-05
2026-10-05 09:57:00,0,9,57,16.4464,3.0,3.0,0.084066,7.067172e-06
2026-10-05 09:57:30,0,9,57,10.3783,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:58:00,0,9,58,1.0015,2.0,2.0,0.013685,1.872858e-07
2026-10-05 09:58:30,0,9,58,4.2775,2.0,2.0,0.017595,3.095949e-07
2026-10-05 09:59:00,0,9,59,9.7811,5.0,5.0,0.014663,2.149964e-07
2026-10-05 09:59:30,0,9,59,2.0243,4.0,4.0,0.014663,2.149964e-07
2026-10-05 10:00:00,0,10,0,27.0448,5.0,5.0,0.095797,9.177003e-06
2026-10-05 10:00:30,0,10,0,2.0392,4.0,4.0,0.086999,7.568829e-06
2026-10-05 10:01:00,0,10,1,2.1111,6.0,6.0,0.115347,1.3e-05
2026-10-05 10:01:30,0,10,1,5.8725,5.0,5.0,0.070381,4.953518e-06
2026-10-05 10:02:00,0,10,2,2.0258,6.0,6.0,0.255132,6.5e-05
2026-10-05 10:02:30,0,10,2,19.6778,5.0,5.0,0.106549,1.1e-05
2026-10-05 10:03:00,0,10,3,6.5119,4.0,4.0,0.308895,9.5e-05
2026-10-05 10:03:30,0,10,3,2.9616,4.0,4.0,0.135875,1.8e-05
2026-10-05 10:04:00,0,10,4,3.3252,4.0,4.0,0.084066,7.067172e-06
2026-10-05 10:04:30,0,10,4,1.137,4.0,4.0,0.136852,1.9e-05
2026-10-05 10:05:00,0,10,5,4.8151,4.0,4.0,0.181818,3.3e-05
2026-10-05 10:05:30,0,10,5,1.1663,3.0,3.0,0.102639,1.1e-05
2026-10-05 10:06:00,0,10,6,7.6486,3.0,3.0,0.090909,8.264464e-06
2026-10-05 10:06:30,0,10,6,15.9551,5.0,5.0,0.418377,0.000175
2026-10-05 10:07:00,0,10,7,8.1722,4.0,4.0,0.076246,5.813504e-06
2026-10-05 10:07:30,0,10,7,19.6778,5.0,5.0,0.420332,0.000177
2026-10-05 10:08:00,0,10,8,2.4323,4.0,4.0,0.113392,1.3e-05
2026-10-05 10:08:30,0,10,8,1.1663,3.0,3.0,0.073314,5.37491e-06
2026-10-05 10:09:00,0,10,9,6.9274,4.0,4.0,0.098729,9.747461e-06
2026-10-05 10:09:30,0,10,9,2.2857,4.0,4.0,0.078201,6.115454e-06
2026-10-05 10:10:00,0,10,10,2.3498,4.0,4.0,0.496579,0.000247
2026-10-05 10:10:30,0,10,10,12.2097,5.0,5.0,0.266862,7.1e-05
2026-10-05 10:11:00,0,10,11,3.6394,4.0,4.0,0.090909,8.264464e-06
2026-10-05 10:11:30,0,10,11,6.8857,5.0,5.0,0.183773,3.4e-05
2026-10-05 10:12:00,0,10,12,20.4832,3.0,3.0,0.078201,6.115454e-06
2026-10-05 10:12:30,0,10,12,5.9579,7.0,7.0,0.058651,3.439943e-06
2026-10-05 10:13:00,0,10,13,0.9895,4.0,4.0,0.117302,1.4e-05
2026-10-05 10:13:30,0,10,13,10.932,7.0,7.0,0.265885,7.1e-05
2026-10-05 10:14:00,0,10,14,10.9744,4.0,4.0,0.179863,3.2e-05
2026-10-05 10:14:30,0,10,14,3.8853,5.0,5.0,0.087977,7.739871e-06
2026-10-05 10:15:00,0,10,15,3.9555,5.0,5.0,0.066471,4.418416e-06
2026-10-05 10:15:30,0,10,15,5.7015,4.0,4.0,0.080156,6.425048e-06
2026-10-05 10:16:00,0,10,16,11.5731,3.0,3.0,0.070381,4.953518e-06
2026-10-05 10:16:30,0,10,16,9.5153,3.0,3.0,0.0,0.0
2026-10-05 10:17:00,0,10,17,2.7697,2.0,2.0,0.013685,1.872858e-07
2026-10-05 10:17:30,0,10,17,9.2688,4.0,4.0,0.012708,1.614862e-07
2026-10-05 10:18:00,0,10,18,19.6078,4.0,4.0,0.061584,3.792537e-06
2026-10-05 10:18:30,0,10,18,37.9702,3.0,3.0,0.017595,3.095949e-07
2026-10-05 10:19:00,0,10,19,4.2775,2.0,2.0,0.013685,1.872858e-07
2026-10-05 10:19:30,0,10,19,5.3207,3.0,3.0,0.269795,7.3e-05
2026-10-05 10:20:00,0,10,20,9.9574,3.0,3.0,0.013685,1.872858e-07
2026-10-05 10:20:30,0,10,20,23.9717,3.0,3.0,0.090909,8.264464e-06
2026-10-05 10:21:00,0,10,21,4.33,1.0,1.0,0.0,0.0
2026-10-05 10:21:30,0,10,21,1.2089,3.0,3.0,0.014663,2.149964e-07
2026-10-05 10:22:00,0,10,22,9.1937,2.0,2.0,0.013685,1.872858e-07
2026-10-05 10:22:30,0,10,22,4.2808,4.0,4.0,0.013685,1.872858e-07
2026-10-05 10:23:00,0,10,23,8.7134,2.0,2.0,0.016618,2.76151e-07
2026-10-05 10:23:30,0,10,23,2.4125,2.0,2.0,0.014663,2.149964e-07
2026-10-05 10:24:00,0,10,24,9.3957,4.0,4.0,0.013685,1.872858e-07
2026-10-05 10:24:30,0,10,24,9.2688,4.0,4.0,0.013685,1.872858e-07
2026-10-05 10:25:00,0,10,25,26.8869,2.0,2.0,0.013685,1.872858e-07
2026-10-05 10:25:30,0,10,25,15.0121,4.0,4.0,0.013685,1.872858e-07
2026-10-05 10:26:00,0,10,26,6.4049,2.0,2.0,0.0,0.0
2026-10-05 10:26:30,0,10,26,12.2792,4.0,4.0,0.014663,2.149964e-07
2026-10-05 10:27:00,0,10,27,10.0093,2.0,2.0,0.055718,3.104548e-06
2026-10-05 10:27:30,0,10,27,7.4709,2.0,2.0,0.14174,2e-05
2026-10-05 10:28:00,0,10,28,12.3781,3.0,3.0,0.013685,1.872858e-07
2026-10-05 10:28:30,0,10,28,11.5932,2.0,2.0,0.013685,1.872858e-07
2026-10-05 10:29:00,0,10,29,8.3267,4.0,4.0,0.013685,1.872858e-07
2026-10-05 10:29:30,0,10,29,8.3502,3.0,3.0,0.013685,1.872858e-07
2026-10-05 10:30:00,0,10,30,8.3008,2.0,2.0,0.013685,1.872858e-07
2026-10-05 10:30:30,0,10,30,7.9585,3.0,3.0,0.096774,9.365243e-06
2026-10-05 10:31:00,0,10,31,8.4199,3.0,3.0,0.013685,1.872858e-07
2026-10-05 10:31:30,0,10,31,31.6089,3.0,3.0,0.017595,3.095949e-07
2026-10-05 10:32:00,0,10,32,2.1681,4.0,4.0,0.166178,2.8e-05
2026-10-05 10:32:30,0,10,32,9.9117,4.0,4.0,0.082111,6.742288e-06
2026-10-05 10:33:00,0,10,33,5.3136,4.0,4.0,0.013685,1.872858e-07
2026-10-05 10:33:30,0,10,33,21.6228,4.0,4.0,0.105572,1.1e-05
2026-10-05 10:34:00,0,10,34,2.9886,3.0,3.0,0.013685,1.872858e-07
2026-10-05 10:34:30,0,10,34,10.2855,3.0,3.0,0.0,0.0
2026-10-05 10:35:00,0,10,35,13.2621,2.0,2.0,0.236559,5.6e-05
2026-10-05 10:35:30,0,10,35,36.3411,2.0,2.0,0.236559,5.6e-05
2026-10-05 10:36:00,0,10,36,5.8365,3.0,3.0,0.013685,1.872858e-07
