source,data,ts
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 5, ""device_count_raw"": 5, ""csi_variance"": 4.8637, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:53:38.130360""}",2026-09-05T14:53:38.130360
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 5, ""device_count_raw"": 5, ""csi_variance"": 0.8167, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:53:43.209860""}",2026-09-05T14:53:43.209860
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 5, ""device_count_raw"": 5, ""csi_variance"": 1.8805, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:53:48.431939""}",2026-09-05T14:53:48.431939
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 5, ""device_count_raw"": 5, ""csi_variance"": 0.7195, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:53:53.142975""}",2026-09-05T14:53:53.142975
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 5, ""device_count_raw"": 5, ""csi_variance"": 1.9062, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:53:58.160551""}",2026-09-05T14:53:58.160551
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 5, ""device_count_raw"": 5, ""csi_variance"": 1.4614, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:54:03.281952""}",2026-09-05T14:54:03.281952
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 5, ""device_count_raw"": 5, ""csi_variance"": 6.0406, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:54:08.708077""}",2026-09-05T14:54:08.708077
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.2107, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:54:13.221320""}",2026-09-05T14:54:13.221320
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 7.5031, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T14:54:18.244171""}",2026-09-05T14:54:18.244171
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 12.7363, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T14:54:23.252064""}",2026-09-05T14:54:23.252064
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 9.1454, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T14:54:28.188465""}",2026-09-05T14:54:28.188465
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 2, ""device_count_raw"": 2, ""csi_variance"": 0.7917, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:54:33.183045""}",2026-09-05T14:54:33.183045
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 2, ""device_count_raw"": 2, ""csi_variance"": 11.2077, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T14:54:38.199351""}",2026-09-05T14:54:38.199351
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.3517, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:54:43.218290""}",2026-09-05T14:54:43.218290
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 4.9791, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:54:48.118029""}",2026-09-05T14:54:48.118029
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 6.3182, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:54:53.120829""}",2026-09-05T14:54:53.120829
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 5.105, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:54:58.168456""}",2026-09-05T14:54:58.168456
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 5.4248, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:55:03.130087""}",2026-09-05T14:55:03.130087
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 2.0764, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:55:08.124904""}",2026-09-05T14:55:08.124904
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 3.0717, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:55:13.129603""}",2026-09-05T14:55:13.129603
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 5.0061, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:55:18.130421""}",2026-09-05T14:55:18.130421
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 1.7123, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:55:23.316967""}",2026-09-05T14:55:23.316967
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.139, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:55:28.132407""}",2026-09-05T14:55:28.132407
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.1745, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:55:33.183453""}",2026-09-05T14:55:33.183453
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 67.7132, ""csi_people_estimate"": 3, ""ts"": ""2026-09-05T14:55:38.207828""}",2026-09-05T14:55:38.207828
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 15.7709, ""csi_people_estimate"": 2, ""ts"": ""2026-09-05T14:55:43.224519""}",2026-09-05T14:55:43.224519
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 16.6502, ""csi_people_estimate"": 2, ""ts"": ""2026-09-05T14:55:48.139964""}",2026-09-05T14:55:48.139964
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 6.7568, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:55:53.159891""}",2026-09-05T14:55:53.159891
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 7.1382, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T14:55:58.172838""}",2026-09-05T14:55:58.172838
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.029, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:03.396499""}",2026-09-05T14:56:03.396499
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 6.0235, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:08.209681""}",2026-09-05T14:56:08.209681
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 4.2025, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:13.227909""}",2026-09-05T14:56:13.227909
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 4.1055, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:18.117011""}",2026-09-05T14:56:18.117011
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 3.2197, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:23.160066""}",2026-09-05T14:56:23.160066
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 2.3635, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:28.114239""}",2026-09-05T14:56:28.114239
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 2.3036, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:33.201302""}",2026-09-05T14:56:33.201302
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.2987, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:38.214293""}",2026-09-05T14:56:38.215312
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.4826, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:43.128296""}",2026-09-05T14:56:43.128296
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.665, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:48.120627""}",2026-09-05T14:56:48.120627
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 2.6161, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:53.164511""}",2026-09-05T14:56:53.164511
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 2.6041, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:56:58.132805""}",2026-09-05T14:56:58.132805
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 0.289, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:03.525798""}",2026-09-05T14:57:03.525798
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.6465, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:08.217736""}",2026-09-05T14:57:08.217736
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 2.9257, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:13.234752""}",2026-09-05T14:57:13.234752
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 0.8097, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:18.154722""}",2026-09-05T14:57:18.154722
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 0.7864, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:23.146806""}",2026-09-05T14:57:23.146806
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.051, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:28.185623""}",2026-09-05T14:57:28.185623
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 0.8808, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:33.205110""}",2026-09-05T14:57:33.205110
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.6394, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:38.223907""}",2026-09-05T14:57:38.223907
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.2026, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:43.116282""}",2026-09-05T14:57:43.116282
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 1.2524, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:48.257958""}",2026-09-05T14:57:48.257958
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.4308, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:53.114775""}",2026-09-05T14:57:53.115593
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.3252, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:57:58.190824""}",2026-09-05T14:57:58.190824
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.8562, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:03.412578""}",2026-09-05T14:58:03.412578
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 1.1916, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:08.433252""}",2026-09-05T14:58:08.433252
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 0.7666, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:13.140446""}",2026-09-05T14:58:13.140446
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 0.4662, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:18.158718""}",2026-09-05T14:58:18.158718
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 0.9835, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:23.176314""}",2026-09-05T14:58:23.176314
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 2.6587, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:28.193208""}",2026-09-05T14:58:28.193208
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.2791, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:33.210995""}",2026-09-05T14:58:33.210995
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.6384, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:38.224431""}",2026-09-05T14:58:38.224431
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 0.5905, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:43.149757""}",2026-09-05T14:58:43.149757
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.3055, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:48.126255""}",2026-09-05T14:58:48.126255
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.5865, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:53.114906""}",2026-09-05T14:58:53.114906
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.4534, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:58:58.197194""}",2026-09-05T14:58:58.197194
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 3.6051, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:03.422048""}",2026-09-05T14:59:03.422048
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.9808, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:08.441446""}",2026-09-05T14:59:08.441446
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.486, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:13.148729""}",2026-09-05T14:59:13.148729
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.9354, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:18.118682""}",2026-09-05T14:59:18.118682
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.4915, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:23.187071""}",2026-09-05T14:59:23.187071
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.8782, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:28.204823""}",2026-09-05T14:59:28.204823
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 0.8425, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:33.219408""}",2026-09-05T14:59:33.219408
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.9252, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:38.109316""}",2026-09-05T14:59:38.109316
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 4.088, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:43.121079""}",2026-09-05T14:59:43.121079
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.8474, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:48.171288""}",2026-09-05T14:59:48.171288
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.9643, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:53.112216""}",2026-09-05T14:59:53.117825
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 1.113, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T14:59:58.308646""}",2026-09-05T14:59:58.308646
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 10.9783, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T15:00:03.428183""}",2026-09-05T15:00:03.429179
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 2.8157, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:00:08.140669""}",2026-09-05T15:00:08.140669
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 2, ""device_count_raw"": 2, ""csi_variance"": 3.0305, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:00:13.155950""}",2026-09-05T15:00:13.155950
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 0.5689, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:00:18.110587""}",2026-09-05T15:00:18.110587
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 8.3512, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T15:00:23.114158""}",2026-09-05T15:00:23.114158
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 9.0297, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T15:00:28.208118""}",2026-09-05T15:00:28.208118
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 7.6486, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T15:00:33.226353""}",2026-09-05T15:00:33.226353
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 6.6181, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:00:38.137926""}",2026-09-05T15:00:38.137926
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 28.2521, ""csi_people_estimate"": 3, ""ts"": ""2026-09-05T15:00:43.116403""}",2026-09-05T15:00:43.116403
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 3, ""device_count_raw"": 3, ""csi_variance"": 0.873, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:00:48.177198""}",2026-09-05T15:00:48.177198
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 0.8406, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:00:53.194749""}",2026-09-05T15:00:53.194749
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 1.348, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:00:58.110951""}",2026-09-05T15:00:58.110951
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.3226, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:01:03.228300""}",2026-09-05T15:01:03.228300
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.2848, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:01:08.123781""}",2026-09-05T15:01:08.123781
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 1.5466, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:01:13.163548""}",2026-09-05T15:01:13.163548
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.9625, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:01:18.185458""}",2026-09-05T15:01:18.185458
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 10.167, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T15:01:23.203905""}",2026-09-05T15:01:23.203905
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 10.9688, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T15:01:28.114886""}",2026-09-05T15:01:28.114886
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 6.9859, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T15:01:33.132671""}",2026-09-05T15:01:33.132671
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 7.416, ""csi_people_estimate"": 1, ""ts"": ""2026-09-05T15:01:38.156853""}",2026-09-05T15:01:38.156853
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 1.24, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:01:43.170161""}",2026-09-05T15:01:43.170161
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 1.1615, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:01:48.185262""}",2026-09-05T15:01:48.185262
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 4.589, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:01:53.202944""}",2026-09-05T15:01:53.202944
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.7509, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:01:58.222019""}",2026-09-05T15:01:58.222019
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 2.5607, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:02:03.137288""}",2026-09-05T15:02:03.137288
wifi_occupancy,"{""node_id"": ""corridor_node_1"", ""people_count"": 4, ""device_count_raw"": 4, ""csi_variance"": 3.6059, ""csi_people_estimate"": 0, ""ts"": ""2026-09-05T15:02:08.136791""}",2026-09-05T15:02:08.136791
